iter	Passed	Remaining
399	34708	138833
400	34793	138739
401	34872	138622
402	34953	138514
403	35037	138416
404	35130	138351
405	35221	138283
406	35303	138177
407	35384	138068
408	35464	137957
409	35544	137843
410	35622	137722
411	35711	137643
412	35791	137531
413	35871	137419
414	35953	137317
415	36037	137218
416	36122	137128
417	36208	137039
418	36288	136927
419	36370	136824
420	36457	136737
421	36539	136634
422	36622	136533
423	36703	136426
424	36783	136313
425	36862	136202
426	36946	136104
427	37026	135993
428	37113	135910
429	37199	135822
430	37278	135707
431	37360	135604
432	37444	135509
433	37523	135395
434	37604	135291
435	37686	135188
436	37767	135080
437	37847	134973
438	37928	134867
439	38007	134755
440	38095	134673
441	38189	134613
442	38269	134506
443	38350	134400
444	38433	134301
445	38512	134189
446	38592	134080
447	38676	133986
448	38756	133876
449	38834	133763
450	38917	133667
451	38998	133562
452	39089	133490
453	39175	133403
454	39257	133304
455	39339	133202
456	39421	133101
457	39502	132997
458	39582	132890
459	39671	132814
460	39753	132711
461	39833	132606
462	39916	132509
463	40001	132418
464	40087	132330
465	40168	132227
466	40248	132123
467	40329	132017
468	40410	131916
469	40490	131811
470	40571	131706
471	40650	131596
472	40729	131488
473	40811	131388
474	40894	131293
475	40981	131210
476	41066	131119
477	41145	131012
478	41226	130910
479	41305	130801
480	41387	130702
481	41467	130595
482	41547	130491
483	41630	130395
484	41712	130296
485	41791	130190
486	41873	130090
487	41960	130008
488	42046	129923
489	42129	129828
490	42214	129737
491	42292	129627
492	42374	129529
493	42454	129427
494	42535	129326
495	42618	129229
496	42699	129128
497	42779	129024
498	42861	128926
499	42949	128849
500	43031	128750
501	43111	128648
502	43194	128553
503	43274	128449
504	43358	128357
505	43439	128259
506	43520	128158
507	43606	128071
508	43689	127977
509	43772	127885
510	43859	127801
511	43947	127723
512	44026	127618
513	44108	127519
514	44190	127423
515	44269	127316
516	44353	127226
517	44448	127168
518	44547	127120
519	44645	127066
520	44746	127023
521	44840	126963
522	44958	126967
523	45047	126888
524	45131	126798
525	45221	126724
526	45304	126627
527	45402	126575
528	45500	126523
529	45582	126428
530	45672	126352
531	45758	126266
532	45854	126206
533	45942	126126
534	46031	126047
535	46117	125964
536	46206	125885
537	46292	125798
538	46382	125722
539	46475	125657
540	46560	125568
541	46643	125473
542	46727	125382
543	46823	125321
544	46906	125227
545	46992	125141
546	47101	125116
547	47197	125055
548	47285	124976
549	47381	124914
550	47469	124833
551	47558	124755
552	47660	124709
553	47768	124681
554	47866	124624
555	47965	124571
556	48065	124521
557	48163	124464
558	48250	124380
559	48331	124280
560	48414	124186
561	48521	124153
562	48603	124054
563	48688	123965
564	48774	123879
565	48856	123782
566	48937	123681
567	49017	123578
568	49100	123485
569	49180	123382
570	49264	123289
571	49359	123225
572	49439	123124
573	49520	123025
574	49607	122939
575	49693	122854
576	49775	122757
577	49858	122661
578	49942	122571
579	50024	122474
580	50109	122385
581	50191	122288
582	50273	122191
583	50361	122109
584	50448	122025
585	50528	121922
586	50613	121833
587	50701	121752
588	50783	121655
589	50868	121567
590	50955	121483
591	51044	121403
592	51130	121316
593	51212	121219
594	51289	121113
595	51370	121014
596	51449	120910
597	51528	120806
598	51618	120730
599	51704	120644
600	51786	120548
601	51875	120468
602	51953	120363
603	52032	120260
604	52116	120169
605	52199	120076
606	52282	119982
607	52366	119892
608	52449	119797
609	52531	119702
610	52625	119635
611	52706	119537
612	52788	119441
613	52876	119358
614	52964	119277
615	53044	119178
616	53126	119083
617	53206	118982
618	53289	118890
619	53376	118806
620	53458	118710
621	53544	118624
622	53633	118543
623	53714	118446
624	53795	118350
625	53876	118252
626	53965	118173
627	54045	118074
628	54126	117977
629	54207	117878
630	54284	117775
631	54368	117683
632	54447	117582
633	54537	117504
634	54625	117423
635	54705	117323
636	54784	117223
637	54869	117134
638	54951	117040
639	55032	116944
640	55116	116853
641	55197	116757
642	55278	116661
643	55374	116595
644	55460	116510
645	55548	116427
646	55630	116334
647	55713	116241
648	55795	116147
649	55881	116062
650	55963	115967
651	56048	115879
652	56132	115788
653	56212	115690
654	56295	115599
655	56382	115514
656	56472	115437
657	56556	115348
658	56662	115302
659	56745	115210
660	56830	115122
661	56924	115053
662	57020	114986
663	57104	114896
664	57193	114817
665	57278	114729
666	57372	114658
667	57474	114604
668	57552	114503
669	57634	114409
670	57718	114318
671	57805	114235
672	57888	114142
673	57975	114059
674	58056	113961
675	58141	113875
676	58225	113784
677	58304	113686
678	58399	113616
679	58485	113531
680	58566	113434
681	58648	113342
682	58737	113261
683	58819	113166
684	58900	113071
685	58982	112978
686	59062	112880
687	59144	112786
688	59225	112691
689	59310	112603
690	59395	112515
691	59474	112417
692	59553	112318
693	59633	112221
694	59713	112123
695	59795	112030
696	59879	111941
697	59961	111848
698	60043	111753
699	60127	111665
700	60209	111571
701	60297	111490
702	60384	111407
703	60464	111309
704	60541	111208
705	60625	111118
706	60707	111024
707	60785	110924
708	60865	110828
709	60945	110731
710	61025	110635
711	61109	110546
712	61197	110463
713	61285	110381
714	61366	110287
715	61445	110190
716	61525	110093
717	61607	110000
718	61692	109913
719	61776	109824
720	61867	109747
721	61947	109652
722	62028	109558
723	62118	109479
724	62209	109403
725	62295	109318
726	62380	109230
727	62459	109132
728	62558	109069
729	62645	108986
730	62730	108899
731	62821	108821
732	62902	108727
733	62981	108630
734	63074	108557
735	63174	108495
736	63265	108418
737	63352	108334
738	63442	108255
739	63529	108171
740	63612	108080
741	63698	107994
742	63784	107910
743	63862	107811
744	63944	107718
745	64031	107634
746	64121	107556
747	64206	107468
748	64292	107383
749	64371	107285
750	64451	107189
751	64542	107112
752	64622	107017
753	64702	106922
754	64805	106864
755	64885	106769
756	64976	106691
757	65071	106621
758	65157	106535
759	65246	106454
760	65331	106367
761	65411	106273
762	65500	106191
763	65586	106105
764	65669	106015
765	65764	105944
766	65851	105859
767	65938	105775
768	66026	105693
769	66110	105605
770	66197	105520
771	66283	105435
772	66368	105348
773	66460	105272
774	66573	105229
775	66670	105161
776	66762	105083
777	66864	105023
778	66964	104960
779	67067	104901
780	67160	104825
781	67240	104729
782	67329	104648
783	67432	104589
784	67512	104493
785	67592	104398
786	67675	104307
787	67774	104242
788	67867	104166
789	67955	104083
790	68038	103993
791	68126	103910
792	68222	103839
793	68323	103775
794	68407	103687
795	68489	103594
796	68572	103503
797	68675	103443
798	68776	103380
799	68877	103315
800	68966	103233
801	69055	103152
802	69138	103062
803	69230	102984
804	69330	102918
805	69415	102831
806	69496	102737
807	69588	102660
808	69684	102589
809	69773	102506
810	69870	102435
811	69973	102375
812	70065	102297
813	70150	102209
814	70233	102119
815	70321	102034
816	70404	101943
817	70483	101848
818	70574	101769
819	70674	101702
820	70768	101627
821	70864	101554
822	70969	101495
823	71057	101412
824	71140	101321
825	71223	101230
826	71302	101134
827	71388	101047
828	71489	100981
829	71573	100893
830	71652	100796
831	71756	100735
832	71845	100653
833	71937	100574
834	72029	100496
835	72115	100409
836	72212	100338
837	72293	100245
838	72376	100154
839	72466	100073
840	72549	99981
841	72631	99889
842	72730	99820
843	72815	99732
844	72897	99641
845	72985	99556
846	73063	99459
847	73151	99375
848	73235	99286
849	73326	99207
850	73415	99123
851	73497	99032
852	73578	98938
853	73675	98866
854	73762	98781
855	73848	98694
856	73934	98607
857	74015	98515
858	74108	98437
859	74198	98356
860	74282	98266
861	74376	98190
862	74457	98097
863	74541	98008
864	74643	97943
865	74725	97851
866	74811	97764
867	74895	97674
868	74977	97582
869	75066	97500
870	75147	97406
871	75230	97315
872	75323	97238
873	75402	97142
874	75481	97047
875	75579	96976
876	75661	96884
877	75742	96791
878	75835	96713
879	75918	96623
880	76002	96534
881	76108	96472
882	76213	96410
883	76304	96330
884	76405	96262
885	76505	96193
886	76587	96101
887	76664	96003
888	76764	95934
889	76862	95861
890	76941	95767
891	77030	95684
892	77109	95588
893	77195	95501
894	77294	95430
895	77379	95342
896	77476	95269
897	77571	95193
898	77651	95099
899	77742	95018
900	77846	94953
901	77929	94862
902	78014	94774
903	78099	94687
904	78191	94606
905	78290	94536
906	78371	94443
907	78467	94368
908	78549	94276
909	78636	94190
910	78739	94124
911	78819	94030
912	78905	93943
913	78994	93859
914	79073	93764
915	79163	93681
916	79262	93610
917	79355	93532
918	79445	93450
919	79526	93357
920	79612	93270
921	79695	93180
922	79777	93088
923	79886	93028
924	79980	92950
925	80071	92869
926	80165	92791
927	80246	92698
928	80343	92623
929	80430	92537
930	80518	92453
931	80631	92397
932	80720	92313
933	80801	92220
934	80887	92133
935	80967	92040
936	81054	91954
937	81134	91860
938	81219	91772
939	81319	91701
940	81418	91627
941	81504	91540
942	81608	91474
943	81705	91399
944	81796	91317
945	81901	91252
946	82000	91179
947	82085	91090
948	82182	91016
949	82282	90943
950	82372	90860
951	82462	90777
952	82560	90703
953	82658	90629
954	82752	90551
955	82833	90458
956	82915	90367
957	83014	90292
958	83116	90223
959	83207	90141
960	83285	90045
961	83367	89954
962	83455	89868
963	83542	89781
964	83655	89723
965	83743	89638
966	83825	89546
967	83919	89468
968	83998	89373
969	84082	89283
970	84198	89227
971	84300	89157
972	84382	89065
973	84470	88980
974	84549	88885
975	84643	88806
976	84731	88721
977	84814	88629
978	84916	88559
979	85015	88485
980	85106	88403
981	85206	88330
982	85294	88245
983	85379	88156
984	85471	88074
985	85567	87997
986	85654	87910
987	85737	87820
988	85831	87740
989	85934	87671
990	86023	87586
991	86116	87505
992	86197	87413
993	86283	87324
994	86370	87238
995	86453	87147
996	86550	87071
997	86637	86984
998	86730	86903
999	86826	86826
1000	86919	86745
1001	87006	86658
1002	87091	86570
1003	87175	86480
1004	87262	86394
1005	87346	86304
1006	87431	86215
1007	87524	86135
1008	87607	86045
1009	87694	85957
1010	87783	85872
1011	87867	85783
1012	87960	85702
1013	88042	85611
1014	88122	85517
1015	88207	85429
1016	88288	85336
1017	88370	85245
1018	88461	85162
1019	88541	85069
1020	88625	84979
1021	88717	84898
1022	88803	84810
1023	88891	84724
1024	88982	84642
1025	89062	84548
1026	89147	84459
1027	89234	84373
1028	89318	84284
1029	89407	84199
1030	89489	84107
1031	89574	84019
1032	89662	83933
1033	89745	83843
1034	89835	83759
1035	89924	83674
1036	90005	83582
1037	90088	83492
1038	90178	83408
1039	90260	83317
1040	90353	83235
1041	90436	83145
1042	90521	83057
1043	90611	82974
1044	90696	82885
1045	90784	82799
1046	90873	82714
1047	90955	82623
1048	91039	82533
1049	91140	82460
1050	91226	82372
1051	91318	82290
1052	91410	82208
1053	91494	82119
1054	91585	82036
1055	91695	81969
1056	91806	81904
1057	91885	81811
1058	91967	81720
1059	92071	81648
1060	92170	81571
1061	92254	81482
1062	92338	81393
1063	92421	81302
1064	92515	81222
1065	92613	81145
1066	92695	81054
1067	92797	80980
1068	92881	80891
1069	92964	80801
1070	93058	80720
1071	93158	80645
1072	93246	80558
1073	93332	80471
1074	93412	80378
1075	93513	80303
1076	93610	80224
1077	93696	80137
1078	93784	80051
1079	93870	79963
1080	93973	79890
1081	94065	79807
1082	94161	79728
1083	94244	79638
1084	94326	79547
1085	94417	79463
1086	94505	79377
1087	94607	79303
1088	94700	79221
1089	94794	79140
1090	94896	79066
1091	94978	78974
1092	95070	78892
1093	95178	78822
1094	95272	78741
1095	95361	78655
1096	95450	78570
1097	95545	78490
1098	95641	78410
1099	95725	78321
1100	95823	78242
1101	95902	78149
1102	95983	78057
1103	96073	77972
1104	96158	77884
1105	96241	77794
1106	96332	77709
1107	96421	77624
1108	96507	77536
1109	96592	77447
1110	96685	77365
1111	96776	77282
1112	96856	77189
1113	96947	77105
1114	97038	77021
1115	97119	76929
1116	97205	76842
1117	97300	76761
1118	97386	76673
1119	97475	76587
1120	97557	76496
1121	97639	76406
1122	97728	76320
1123	97811	76230
1124	97898	76143
1125	97989	76059
1126	98073	75970
1127	98157	75880
1128	98255	75802
1129	98339	75712
1130	98425	75625
1131	98508	75535
1132	98592	75445
1133	98681	75360
1134	98763	75269
1135	98860	75189
1136	98948	75103
1137	99031	75013
1138	99117	74925
1139	99208	74841
1140	99287	74748
1141	99369	74657
1142	99450	74565
1143	99530	74474
1144	99613	74383
1145	99694	74292
1146	99777	74202
1147	99867	74117
1148	99950	74027
1149	100031	73936
1150	100122	73852
1151	100210	73766
1152	100293	73676
1153	100380	73589
1154	100469	73503
1155	100568	73425
1156	100654	73337
1157	100735	73246
1158	100825	73161
1159	100909	73072
1160	101003	72990
1161	101099	72910
1162	101181	72819
1163	101272	72735
1164	101363	72650
1165	101447	72561
1166	101538	72478
1167	101617	72384
1168	101700	72295
1169	101792	72212
1170	101887	72130
1171	101980	72047
1172	102071	71963
1173	102153	71872
1174	102245	71789
1175	102332	71702
1176	102412	71610
1177	102501	71524
1178	102582	71433
1179	102673	71349
1180	102765	71266
1181	102855	71181
1182	102957	71104
1183	103042	71015
1184	103122	70923
1185	103211	70838
1186	103296	70749
1187	103385	70664
1188	103468	70574
1189	103548	70482
1190	103650	70405
1191	103739	70319
1192	103820	70229
1193	103920	70150
1194	103999	70058
1195	104091	69974
1196	104181	69889
1197	104265	69800
1198	104352	69713
1199	104436	69624
1200	104526	69539
1201	104619	69456
1202	104704	69367
1203	104792	69281
1204	104886	69199
1205	104975	69112
1206	105064	69027
1207	105142	68934
1208	105222	68842
1209	105312	68757
1210	105400	68671
1211	105487	68584
1212	105579	68500
1213	105664	68412
1214	105757	68329
1215	105843	68241
1216	105924	68150
1217	106016	68066
1218	106097	67975
1219	106178	67884
1220	106270	67800
1221	106353	67711
1222	106440	67623
1223	106532	67540
1224	106613	67449
1225	106707	67366
1226	106789	67276
1227	106867	67183
1228	106957	67098
1229	107038	67007
1230	107120	66917
1231	107212	66833
1232	107292	66742
1233	107375	66652
1234	107464	66567
1235	107549	66478
1236	107643	66395
1237	107728	66307
1238	107806	66215
1239	107891	66126
1240	107972	66036
1241	108054	65946
1242	108144	65861
1243	108225	65770
1244	108308	65680
1245	108400	65597
1246	108498	65516
1247	108593	65434
1248	108677	65345
1249	108754	65252
1250	108847	65169
1251	108927	65078
1252	109007	64986
1253	109109	64908
1254	109191	64818
1255	109277	64731
1256	109364	64644
1257	109449	64555
1258	109545	64474
1259	109636	64389
1260	109719	64300
1261	109812	64217
1262	109893	64126
1263	109981	64039
1264	110065	63950
1265	110151	63863
1266	110240	63777
1267	110323	63688
1268	110411	63601
1269	110502	63517
1270	110583	63426
1271	110666	63337
1272	110754	63250
1273	110837	63161
1274	110923	63074
1275	111006	62984
1276	111090	62895
1277	111179	62810
1278	111263	62721
1279	111351	62635
1280	111441	62550
1281	111523	62460
1282	111604	62369
1283	111689	62281
1284	111772	62192
1285	111857	62104
1286	111940	62014
1287	112019	61923
1288	112108	61837
1289	112189	61747
1290	112278	61661
1291	112385	61585
1292	112502	61515
1293	112614	61441
1294	112707	61358
1295	112792	61269
1296	112878	61182
1297	112963	61094
1298	113074	61020
1299	113165	60935
1300	113265	60855
1301	113359	60771
1302	113447	60685
1303	113554	60608
1304	113646	60524
1305	113739	60440
1306	113823	60351
1307	113902	60260
1308	113990	60173
1309	114072	60083
1310	114159	59996
1311	114249	59911
1312	114327	59819
1313	114409	59729
1314	114501	59645
1315	114582	59555
1316	114672	59469
1317	114767	59386
1318	114861	59303
1319	114968	59226
1320	115055	59139
1321	115149	59055
1322	115232	58966
1323	115315	58877
1324	115411	58794
1325	115506	58711
1326	115594	58624
1327	115700	58547
1328	115796	58464
1329	115910	58391
1330	116000	58305
1331	116099	58223
1332	116181	58134
1333	116265	58045
1334	116367	57965
1335	116458	57880
1336	116546	57793
1337	116633	57706
1338	116718	57618
1339	116810	57533
1340	116902	57448
1341	117002	57367
1342	117088	57280
1343	117174	57192
1344	117266	57107
1345	117350	57018
1346	117444	56935
1347	117529	56846
1348	117625	56763
1349	117723	56681
1350	117810	56594
1351	117911	56513
1352	117999	56427
1353	118083	56338
1354	118190	56260
1355	118274	56171
1356	118359	56083
1357	118448	55996
1358	118532	55908
1359	118621	55821
1360	118705	55733
1361	118794	55646
1362	118883	55560
1363	118963	55469
1364	119044	55379
1365	119138	55295
1366	119219	55205
1367	119301	55115
1368	119387	55028
1369	119472	54939
1370	119562	54854
1371	119647	54765
1372	119736	54679
1373	119831	54595
1374	119921	54509
1375	120011	54423
1376	120094	54334
1377	120176	54245
1378	120264	54158
1379	120348	54069
1380	120434	53981
1381	120527	53897
1382	120620	53812
1383	120711	53727
1384	120795	53638
1385	120874	53547
1386	120969	53463
1387	121051	53374
1388	121134	53285
1389	121227	53200
1390	121311	53112
1391	121398	53024
1392	121482	52935
1393	121574	52850
1394	121666	52765
1395	121744	52674
1396	121827	52585
1397	121914	52498
1398	121994	52407
1399	122076	52318
1400	122169	52233
1401	122251	52144
1402	122339	52057
1403	122430	51971
1404	122521	51886
1405	122616	51802
1406	122698	51713
1407	122793	51629
1408	122890	51545
1409	122983	51461
1410	123087	51381
1411	123176	51294
1412	123276	51212
1413	123357	51122
1414	123449	51037
1415	123544	50953
1416	123626	50864
1417	123711	50775
1418	123804	50691
1419	123888	50602
1420	123983	50518
1421	124068	50430
1422	124155	50342
1423	124249	50258
1424	124338	50171
1425	124432	50087
1426	124520	50000
1427	124602	49910
1428	124700	49827
1429	124783	49738
1430	124865	49649
1431	124958	49564
1432	125039	49474
1433	125121	49385
1434	125211	49299
1435	125299	49212
1436	125387	49125
1437	125469	49036
1438	125549	48945
1439	125643	48861
1440	125725	48772
1441	125805	48682
1442	125902	48598
1443	125983	48508
1444	126074	48423
1445	126164	48336
1446	126254	48250
1447	126348	48166
1448	126430	48076
1449	126516	47988
1450	126604	47902
1451	126687	47813
1452	126780	47727
1453	126860	47638
1454	126941	47548
1455	127034	47463
1456	127127	47378
1457	127215	47291
1458	127299	47202
1459	127379	47112
1460	127468	47026
1461	127549	46936
1462	127633	46848
1463	127725	46763
1464	127810	46674
1465	127894	46586
1466	127983	46499
1467	128073	46413
1468	128190	46337
1469	128273	46248
1470	128360	46160
1471	128462	46078
1472	128541	45988
1473	128626	45900
1474	128721	45816
1475	128806	45727
1476	128899	45642
1477	128998	45559
1478	129097	45476
1479	129177	45386
1480	129256	45296
1481	129351	45212
1482	129454	45129
1483	129534	45040
1484	129625	44954
1485	129709	44865
1486	129803	44780
1487	129914	44701
1488	129995	44612
1489	130084	44525
1490	130166	44436
1491	130254	44349
1492	130347	44264
1493	130444	44180
1494	130534	44093
1495	130612	44003
1496	130692	43913
1497	130786	43828
1498	130878	43742
1499	130982	43660
1500	131059	43570
1501	131140	43480
1502	131239	43397
1503	131321	43308
1504	131401	43218
1505	131508	43137
1506	131611	43055
1507	131704	42970
1508	131787	42881
1509	131871	42792
1510	131961	42706
1511	132044	42617
1512	132145	42534
1513	132253	42453
1514	132337	42365
1515	132429	42279
1516	132513	42191
1517	132620	42110
1518	132714	42024
1519	132803	41938
1520	132898	41853
1521	132985	41765
1522	133070	41677
1523	133154	41589
1524	133235	41499
1525	133330	41414
1526	133420	41327
1527	133503	41239
1528	133602	41155
1529	133684	41066
1530	133772	40979
1531	133856	40890
1532	133944	40803
1533	134038	40718
1534	134121	40629
1535	134202	40540
1536	134293	40454
1537	134377	40365
1538	134471	40280
1539	134556	40192
1540	134638	40103
1541	134732	40017
1542	134811	39927
1543	134892	39838
1544	134987	39753
1545	135069	39664
1546	135152	39575
1547	135240	39488
1548	135323	39400
1549	135419	39315
1550	135503	39227
1551	135586	39138
1552	135676	39051
1553	135758	38962
1554	135843	38874
1555	135935	38788
1556	136018	38700
1557	136106	38612
1558	136190	38524
1559	136273	38436
1560	136369	38351
1561	136450	38261
1562	136533	38173
1563	136619	38085
1564	136703	37997
1565	136791	37910
1566	136873	37821
1567	136957	37733
1568	137049	37647
1569	137133	37558
1570	137219	37471
1571	137311	37385
1572	137394	37296
1573	137485	37210
1574	137570	37122
1575	137654	37034
1576	137746	36947
1577	137854	36866
1578	137962	36784
1579	138057	36698
1580	138168	36617
1581	138252	36529
1582	138348	36444
1583	138457	36362
1584	138537	36273
1585	138620	36184
1586	138718	36099
1587	138834	36020
1588	138931	35934
1589	139012	35845
1590	139106	35760
1591	139203	35675
1592	139313	35593
1593	139411	35508
1594	139492	35419
1595	139576	35331
1596	139658	35242
1597	139756	35157
1598	139856	35073
1599	139937	34984
1600	140028	34897
1601	140111	34809
1602	140195	34720
1603	140285	34633
1604	140388	34550
1605	140486	34465
1606	140569	34376
1607	140654	34288
1608	140742	34201
1609	140826	34113
1610	140917	34026
1611	141009	33940
1612	141101	33853
1613	141210	33771
1614	141290	33682
1615	141372	33593
1616	141464	33507
1617	141546	33418
1618	141628	33329
1619	141714	33241
1620	141796	33152
1621	141884	33065
1622	141984	32981
1623	142079	32895
1624	142168	32808
1625	142249	32719
1626	142331	32630
1627	142418	32542
1628	142501	32454
1629	142589	32367
1630	142689	32282
1631	142791	32198
1632	142898	32115
1633	142997	32030
1634	143085	31942
1635	143178	31856
1636	143287	31773
1637	143367	31684
1638	143449	31595
1639	143546	31510
1640	143651	31426
1641	143752	31341
1642	143833	31252
1643	143915	31164
1644	144014	31079
1645	144115	30994
1646	144204	30907
1647	144285	30818
1648	144365	30729
1649	144456	30642
1650	144546	30555
1651	144653	30471
1652	144734	30382
1653	144814	30293
1654	144901	30205
1655	144981	30117
1656	145066	30028
1657	145166	29943
1658	145271	29859
1659	145353	29771
1660	145435	29682
1661	145528	29596
1662	145618	29509
