iter	Passed	Remaining
1663	145698	29419
1664	145782	29331
1665	145886	29247
1666	145975	29160
1667	146062	29072
1668	146157	28986
1669	146247	28899
1670	146345	28813
1671	146447	28728
1672	146535	28641
1673	146623	28553
1674	146719	28467
1675	146805	28380
1676	146886	28291
1677	146970	28203
1678	147056	28114
1679	147142	28027
1680	147233	27940
1681	147318	27852
1682	147402	27763
1683	147488	27676
1684	147569	27587
1685	147655	27499
1686	147746	27412
1687	147837	27325
1688	147930	27238
1689	148012	27150
1690	148097	27062
1691	148198	26976
1692	148292	26890
1693	148384	26803
1694	148470	26715
1695	148565	26629
1696	148650	26541
1697	148738	26454
1698	148834	26368
1699	148916	26279
1700	148999	26190
1701	149085	26103
1702	149176	26016
1703	149263	25928
1704	149342	25839
1705	149429	25751
1706	149518	25664
1707	149603	25576
1708	149690	25488
1709	149783	25401
1710	149865	25313
1711	149951	25225
1712	150038	25137
1713	150132	25051
1714	150220	24963
1715	150300	24874
1716	150385	24786
1717	150473	24699
1718	150555	24610
1719	150644	24523
1720	150726	24435
1721	150809	24346
1722	150899	24259
1723	150992	24172
1724	151079	24085
1725	151163	23996
1726	151248	23908
1727	151340	23822
1728	151420	23733
1729	151504	23645
1730	151596	23558
1731	151679	23469
1732	151767	23382
1733	151855	23295
1734	151961	23210
1735	152054	23123
1736	152140	23035
1737	152237	22949
1738	152321	22861
1739	152401	22772
1740	152488	22685
1741	152589	22599
1742	152679	22512
1743	152768	22424
1744	152855	22337
1745	152940	22249
1746	153042	22163
1747	153135	22076
1748	153223	21989
1749	153301	21900
1750	153387	21812
1751	153473	21724
1752	153579	21639
1753	153678	21553
1754	153767	21466
1755	153852	21378
1756	153935	21289
1757	154019	21201
1758	154120	21116
1759	154224	21030
1760	154309	20942
1761	154391	20854
1762	154473	20765
1763	154561	20678
1764	154653	20591
1765	154736	20503
1766	154840	20417
1767	154933	20330
1768	155028	20243
1769	155125	20157
1770	155209	20069
1771	155295	19981
1772	155397	19895
1773	155494	19809
1774	155584	19722
1775	155665	19633
1776	155769	19547
1777	155860	19460
1778	155947	19372
1779	156026	19284
1780	156108	19195
1781	156196	19108
1782	156290	19021
1783	156395	18935
1784	156485	18848
1785	156566	18759
1786	156656	18672
1787	156739	18584
1788	156822	18496
1789	156912	18408
1790	156992	18320
1791	157078	18232
1792	157161	18144
1793	157242	18055
1794	157337	17968
1795	157422	17880
1796	157504	17792
1797	157595	17705
1798	157678	17617
1799	157767	17529
1800	157853	17441
1801	157935	17353
1802	158026	17266
1803	158109	17178
1804	158190	17089
1805	158286	17003
1806	158370	16915
1807	158455	16827
1808	158539	16739
1809	158622	16651
1810	158715	16563
1811	158797	16475
1812	158880	16387
1813	158973	16300
1814	159058	16212
1815	159146	16124
1816	159237	16037
1817	159320	15949
1818	159409	15862
1819	159490	15773
1820	159575	15685
1821	159665	15598
1822	159747	15510
1823	159836	15422
1824	159922	15335
1825	160006	15247
1826	160103	15160
1827	160186	15072
1828	160269	14984
1829	160363	14897
1830	160445	14809
1831	160533	14721
1832	160615	14633
1833	160696	14545
1834	160789	14457
1835	160870	14369
1836	160956	14281
1837	161050	14194
1838	161134	14106
1839	161223	14019
1840	161306	13931
1841	161390	13843
1842	161480	13756
1843	161562	13667
1844	161648	13580
1845	161735	13492
1846	161817	13404
1847	161912	13317
1848	161992	13229
1849	162072	13141
1850	162162	13053
1851	162242	12965
1852	162323	12877
1853	162409	12789
1854	162490	12701
1855	162579	12613
1856	162661	12525
1857	162740	12437
1858	162836	12350
1859	162917	12262
1860	162998	12174
1861	163087	12087
1862	163168	11999
1863	163254	11911
1864	163340	11823
1865	163422	11735
1866	163510	11648
1867	163593	11560
1868	163674	11472
1869	163772	11385
1870	163854	11297
1871	163944	11209
1872	164030	11122
1873	164114	11034
1874	164201	10946
1875	164284	10858
1876	164365	10770
1877	164459	10683
1878	164540	10595
1879	164631	10508
1880	164717	10420
1881	164796	10332
1882	164882	10244
1883	164966	10157
1884	165052	10069
1885	165142	9982
1886	165224	9894
1887	165307	9806
1888	165400	9719
1889	165484	9631
1890	165578	9544
1891	165659	9456
1892	165740	9368
1893	165832	9281
1894	165914	9193
1895	165999	9105
1896	166095	9018
1897	166177	8930
1898	166264	8842
1899	166346	8755
1900	166436	8667
1901	166528	8580
1902	166611	8492
1903	166694	8404
1904	166778	8317
1905	166862	8229
1906	166955	8142
1907	167049	8054
1908	167142	7967
1909	167230	7879
1910	167318	7792
1911	167415	7705
1912	167505	7617
1913	167586	7530
1914	167674	7442
1915	167757	7354
1916	167855	7267
1917	167937	7179
1918	168017	7091
1919	168104	7004
1920	168195	6916
1921	168295	6829
1922	168375	6742
1923	168458	6654
1924	168554	6567
1925	168636	6479
1926	168718	6391
1927	168805	6303
1928	168895	6216
1929	168985	6129
1930	169066	6041
1931	169157	5953
1932	169247	5866
1933	169328	5778
1934	169410	5690
1935	169499	5603
1936	169581	5515
1937	169668	5427
1938	169753	5340
1939	169835	5252
1940	169926	5165
1941	170010	5077
1942	170096	4989
1943	170184	4902
1944	170265	4814
1945	170347	4727
1946	170437	4639
1947	170529	4552
1948	170616	4464
1949	170697	4376
1950	170778	4289
1951	170866	4201
1952	170957	4114
1953	171055	4026
1954	171142	3939
1955	171228	3851
1956	171319	3764
1957	171398	3676
1958	171484	3589
1959	171567	3501
1960	171648	3413
1961	171738	3326
1962	171824	3238
1963	171912	3151
1964	171996	3063
1965	172079	2975
1966	172164	2888
1967	172248	2800
1968	172332	2713
1969	172422	2625
1970	172505	2538
1971	172588	2450
1972	172677	2363
1973	172766	2275
1974	172858	2188
1975	172939	2100
1976	173021	2012
1977	173112	1925
1978	173193	1837
1979	173276	1750
1980	173364	1662
1981	173445	1575
1982	173532	1487
1983	173615	1400
1984	173702	1312
1985	173792	1225
1986	173871	1137
1987	173956	1050
1988	174040	962
1989	174123	874
1990	174213	787
1991	174295	699
1992	174378	612
1993	174472	524
1994	174561	437
1995	174650	350
1996	174737	262
1997	174818	174
1998	174910	87
1999	174992	0
