iter	RMSE
325	4976.661812
326	4972.732367
327	4967.801723
328	4963.640966
329	4960.298509
330	4957.591807
331	4952.128124
332	4948.29679
333	4945.06653
334	4942.283889
335	4937.994342
336	4933.994475
337	4931.211969
338	4926.325134
339	4921.458752
340	4917.472704
341	4911.945812
342	4907.849722
343	4904.140671
344	4900.574387
345	4896.556124
346	4893.301503
347	4889.745987
348	4885.915261
349	4882.715958
350	4878.319418
351	4874.666272
352	4868.223903
353	4861.892307
354	4856.935199
355	4852.339542
356	4847.612493
357	4843.892889
358	4837.296837
359	4832.111735
360	4829.441763
361	4826.220364
362	4823.609817
363	4817.167734
364	4812.700435
365	4809.726059
366	4806.403978
367	4804.163614
368	4801.126942
369	4797.49655
370	4794.435203
371	4790.336711
372	4787.901106
373	4785.155175
374	4783.031123
375	4778.900681
376	4775.6365
377	4772.2356
378	4767.627709
379	4765.241291
380	4762.337147
381	4760.254914
382	4756.798314
383	4754.045084
384	4749.383077
385	4746.152249
386	4743.459152
387	4740.533145
388	4737.745667
389	4735.24891
390	4730.929907
391	4728.032895
392	4724.974125
393	4722.218637
394	4719.498399
395	4717.70024
396	4712.733444
397	4710.535194
398	4707.635447
399	4704.382776
400	4700.475764
401	4696.152798
402	4692.919509
403	4689.558079
404	4685.843896
405	4682.204434
406	4678.765713
407	4676.117939
408	4671.692492
409	4668.578653
410	4666.141843
411	4662.550297
412	4659.737548
413	4656.891571
414	4653.975964
415	4651.78586
416	4649.210393
417	4646.884483
418	4645.047611
419	4642.944904
420	4638.533677
421	4635.921722
422	4634.026959
423	4632.464889
424	4629.066387
425	4625.532349
426	4623.659555
427	4619.892912
428	4617.973559
429	4615.042228
430	4612.797141
431	4609.642421
432	4605.443937
433	4602.893593
434	4599.362512
435	4596.521093
436	4593.550969
437	4591.619023
438	4589.298897
439	4587.348849
440	4583.594836
441	4579.785876
442	4577.324399
443	4572.355789
444	4567.647369
445	4564.209201
446	4562.155003
447	4557.773568
448	4555.002603
449	4552.387413
450	4549.082685
451	4545.199091
452	4540.130145
453	4537.340501
454	4533.572004
455	4530.344901
456	4528.426045
457	4525.931233
458	4524.038716
459	4521.847147
460	4519.433287
461	4515.622467
462	4513.715219
463	4511.926371
464	4509.635653
465	4506.820041
466	4505.355333
467	4503.198705
468	4500.628304
469	4498.354645
470	4495.600967
471	4492.295418
472	4490.284624
473	4487.482032
474	4484.719818
475	4481.04663
476	4478.473678
477	4477.129613
478	4473.620075
479	4471.93936
480	4470.297077
481	4468.353865
482	4467.067238
483	4464.774079
484	4462.909294
485	4459.546977
486	4456.603313
487	4454.223053
488	4450.993603
489	4448.292591
490	4445.233528
491	4442.36481
492	4440.28121
493	4437.687211
494	4434.313173
495	4431.830745
496	4427.777729
497	4425.862309
498	4422.924473
499	4420.593101
500	4416.444732
501	4414.088939
502	4411.421318
503	4409.206767
504	4406.612112
505	4403.230703
506	4400.778904
507	4399.031887
508	4398.053049
509	4395.476944
510	4393.771003
511	4391.932417
512	4390.627385
513	4388.884581
514	4386.968405
515	4384.974636
516	4382.804749
517	4380.936907
518	4378.770245
519	4376.908129
520	4373.647632
521	4371.436253
522	4367.939105
523	4365.198288
524	4362.83907
525	4359.729828
526	4357.436326
527	4354.857471
528	4352.255064
529	4350.439931
530	4347.95261
531	4346.090347
532	4343.741467
533	4341.056301
534	4339.410235
535	4336.559596
536	4334.348518
537	4332.557949
538	4330.976055
539	4329.102736
540	4327.723457
541	4325.509974
542	4322.862375
543	4320.625598
544	4318.758202
545	4317.066288
546	4315.002209
547	4312.35656
548	4310.249014
549	4307.027284
550	4304.874642
551	4302.198176
552	4298.668453
553	4295.783364
554	4294.566425
555	4292.404625
556	4288.621142
557	4285.949059
558	4283.084647
559	4279.691071
560	4278.210931
561	4276.154309
562	4274.406634
563	4272.772986
564	4271.438861
565	4269.897147
566	4266.730238
567	4263.922969
568	4261.132161
569	4259.919826
570	4257.082238
571	4254.491639
572	4252.062476
573	4250.788465
574	4248.051278
575	4245.797814
576	4243.671897
577	4241.672637
578	4239.505998
579	4237.817688
580	4236.430401
581	4235.043526
582	4233.112635
583	4230.227793
584	4228.760372
585	4225.799997
586	4224.117504
587	4221.60818
588	4219.742272
589	4217.503181
590	4214.86247
591	4212.579624
592	4209.777765
593	4207.458407
594	4205.438292
595	4204.12758
596	4202.662443
597	4199.229954
598	4197.072574
599	4195.155018
600	4193.769842
601	4191.687376
602	4190.316019
603	4188.423286
604	4187.085993
605	4185.77652
606	4183.433723
607	4181.855511
608	4179.091209
609	4177.226162
610	4173.95764
611	4171.939957
612	4169.994124
613	4168.325333
614	4165.829614
615	4163.614375
616	4162.287254
617	4160.714857
618	4159.411869
619	4158.49246
620	4156.832887
621	4154.465498
622	4152.66742
623	4150.0848
624	4147.875426
625	4146.25121
626	4144.854005
627	4142.380301
628	4141.089985
629	4138.899897
630	4136.323608
631	4133.786908
632	4132.147408
633	4129.312327
634	4126.771022
635	4125.053916
636	4123.657659
637	4121.873547
638	4120.676149
639	4118.316218
640	4115.938353
641	4114.252289
642	4112.591523
643	4110.891494
644	4109.929651
645	4108.655102
646	4106.669187
647	4104.857088
648	4103.598011
649	4101.883174
650	4100.145804
651	4097.976668
652	4095.338299
653	4092.955643
654	4091.21353
655	4089.217573
656	4087.97163
657	4086.177442
658	4084.876491
659	4082.704726
660	4081.099305
661	4078.820956
662	4077.948679
663	4075.375097
664	4073.081556
665	4071.128749
666	4069.646502
667	4067.84429
668	4065.252377
669	4063.120763
670	4061.63603
671	4060.280163
672	4058.276719
673	4056.513825
674	4054.688219
675	4052.247688
676	4050.308932
677	4048.403665
678	4045.954927
679	4044.339589
680	4041.930452
681	4040.787208
682	4038.601274
683	4036.46359
684	4034.801063
685	4033.291514
686	4031.616752
687	4029.911019
688	4028.375888
689	4026.194881
690	4024.474117
691	4023.188883
692	4022.208082
693	4021.084252
694	4019.056268
695	4017.747582
696	4016.125869
697	4014.627983
698	4012.967098
699	4012.264726
700	4010.696336
701	4009.178662
702	4007.537732
703	4005.500863
704	4003.397678
705	4002.227808
706	4000.326831
707	3999.228163
708	3997.917244
709	3996.18814
710	3995.096883
711	3994.324507
712	3993.764631
713	3991.924888
714	3990.107739
715	3989.131748
716	3986.784735
717	3985.00852
718	3983.743466
719	3982.080837
720	3980.297855
721	3978.390434
722	3977.033063
723	3975.942779
724	3974.256019
725	3973.214925
726	3972.515125
727	3971.275487
728	3969.982476
729	3967.972789
730	3966.699955
731	3965.379256
732	3964.214777
733	3962.876176
734	3961.466722
735	3960.073569
736	3958.761433
737	3956.372172
738	3954.780595
739	3953.292609
740	3950.912762
741	3949.513157
742	3948.105049
743	3947.12078
744	3945.834457
745	3944.710073
746	3943.051572
747	3941.630818
748	3940.15019
749	3938.734272
750	3937.073398
751	3934.68912
752	3933.967078
753	3932.838697
754	3931.283351
755	3929.203816
756	3927.672372
757	3926.456625
758	3923.50706
759	3922.154639
760	3920.714617
761	3919.86173
762	3918.859399
763	3917.654082
764	3916.141326
765	3914.728363
766	3913.457461
767	3912.624082
768	3911.717605
769	3910.932027
770	3908.611843
771	3907.708034
772	3906.301626
773	3904.624673
774	3902.930701
775	3901.277461
776	3899.914048
777	3898.327715
778	3896.368308
779	3894.826746
780	3891.839233
781	3891.126642
782	3889.283002
783	3887.673896
784	3886.129671
785	3883.599079
786	3882.148989
787	3880.793578
788	3879.141332
789	3878.230077
790	3877.192843
791	3875.841557
792	3873.99014
793	3872.282201
794	3870.316367
795	3869.125774
796	3868.325531
797	3866.562208
798	3865.057159
799	3863.559119
800	3862.273043
801	3860.573753
802	3858.553669
803	3857.323393
804	3856.220376
805	3854.901262
806	3853.569773
807	3852.310394
808	3851.525969
809	3850.132963
810	3848.864691
811	3847.534148
812	3845.498486
813	3845.067516
814	3843.657191
815	3842.92494
816	3841.68101
817	3839.953087
818	3838.845488
819	3836.886294
820	3835.559079
821	3833.268407
822	3832.153284
823	3831.087457
824	3829.586227
825	3828.531271
826	3827.253968
827	3826.009621
828	3825.597893
829	3824.358508
830	3823.323396
831	3822.443129
832	3821.048292
833	3818.334112
834	3817.111552
835	3815.172637
836	3814.585431
837	3812.161248
838	3810.548775
839	3808.963206
840	3807.96672
841	3806.968863
842	3805.881033
843	3805.180836
844	3803.832201
845	3802.725862
846	3801.090327
847	3799.732015
848	3797.615455
849	3795.865434
850	3794.102613
851	3792.718998
852	3791.410146
853	3790.115785
854	3788.168796
855	3786.905838
856	3785.112659
857	3784.284111
858	3783.18106
859	3782.437735
860	3780.590567
861	3779.99565
862	3778.865478
863	3777.690827
864	3776.70108
865	3775.63632
866	3774.967732
867	3774.022505
868	3772.817228
869	3772.063073
870	3770.511866
871	3769.401787
872	3767.998238
873	3766.676672
874	3765.900219
875	3765.126046
876	3764.127748
877	3763.018495
878	3761.573393
879	3760.397573
880	3758.941947
881	3757.824915
882	3756.616245
883	3755.970244
884	3755.197099
885	3753.985395
886	3752.854227
887	3751.761766
888	3750.90403
889	3749.864473
890	3748.60405
891	3747.725676
892	3746.325227
893	3743.888656
894	3742.943262
895	3741.925828
896	3740.956545
897	3740.245124
898	3738.58366
899	3737.550966
900	3736.901403
901	3735.065301
902	3734.183452
903	3731.674858
904	3730.94459
905	3730.264711
906	3729.048013
907	3728.061489
908	3727.096634
909	3726.027484
910	3725.159553
911	3724.109953
912	3722.702122
913	3721.568414
914	3720.72342
915	3719.699411
916	3718.886282
917	3717.486237
918	3715.291854
919	3713.626292
920	3712.727426
921	3712.198954
922	3711.211801
923	3709.554227
924	3708.678723
925	3707.537073
926	3706.799761
927	3705.494207
928	3704.931857
929	3704.07627
930	3702.904876
931	3702.061169
932	3700.848228
933	3699.97574
934	3698.962595
935	3697.765255
936	3696.710279
937	3695.92652
938	3694.978964
939	3693.76773
940	3691.867598
941	3690.837403
942	3689.770259
943	3688.636012
944	3688.358045
945	3686.987915
946	3685.497928
947	3684.416055
948	3683.165808
949	3682.236468
950	3680.041508
951	3678.817474
952	3678.155529
953	3677.143821
954	3675.530467
955	3674.350328
956	3672.499755
957	3671.036335
958	3669.981116
959	3668.784328
960	3667.316581
961	3666.826343
962	3666.006758
963	3665.10326
964	3664.537753
965	3664.044919
966	3663.335385
967	3662.496988
968	3661.755591
969	3660.563632
970	3659.489665
971	3658.806903
972	3657.518612
973	3656.744084
974	3655.950181
975	3655.118554
976	3653.394544
977	3652.253164
978	3651.69642
979	3650.75795
980	3649.617838
981	3648.107421
982	3646.980195
983	3645.960315
984	3645.11972
985	3643.484181
986	3642.981432
987	3641.836453
988	3641.066579
989	3639.90013
990	3639.068231
991	3638.510967
992	3637.551863
993	3636.061595
994	3635.148723
995	3634.288476
996	3633.67943
997	3632.401709
998	3631.830027
999	3631.003962
1000	3629.224657
1001	3628.005663
1002	3627.362099
1003	3626.937065
1004	3626.374861
1005	3625.721308
1006	3624.935333
1007	3624.4946
1008	3623.63098
1009	3621.665705
1010	3621.019369
1011	3620.14665
1012	3618.899934
1013	3618.368368
1014	3616.927939
1015	3616.044584
1016	3615.074153
1017	3613.961937
1018	3613.156524
1019	3611.881047
1020	3611.571044
1021	3610.738766
1022	3609.926478
1023	3609.061929
1024	3608.208674
1025	3607.11544
1026	3605.3698
1027	3604.295395
1028	3603.263593
1029	3601.976856
1030	3600.94492
1031	3600.092281
1032	3599.282924
1033	3597.175789
1034	3595.92187
1035	3594.367157
1036	3593.721021
1037	3592.596998
1038	3591.241406
1039	3590.278975
1040	3589.408363
1041	3588.472493
1042	3587.755229
1043	3585.951639
1044	3585.178398
1045	3584.297574
1046	3583.639467
1047	3582.591544
1048	3581.630773
1049	3580.508368
1050	3579.57483
1051	3578.650658
1052	3577.654212
1053	3576.72199
1054	3575.766253
1055	3574.995158
1056	3574.482504
1057	3573.961997
1058	3572.602276
1059	3572.097221
1060	3571.23117
1061	3569.572713
1062	3568.754141
1063	3568.010501
1064	3567.086966
1065	3566.383944
1066	3565.857708
1067	3564.638227
1068	3563.700367
1069	3563.052518
1070	3562.39792
1071	3561.62053
1072	3559.772088
1073	3558.232407
1074	3556.952159
1075	3556.102343
1076	3554.8966
1077	3553.559553
1078	3553.015312
1079	3552.116171
1080	3551.420941
1081	3549.657856
1082	3548.681078
1083	3547.559256
1084	3546.597476
1085	3546.161994
1086	3545.173492
1087	3544.255902
1088	3542.331666
1089	3541.446833
1090	3540.286485
1091	3539.401641
1092	3538.893236
1093	3538.138797
1094	3537.486229
1095	3536.826592
1096	3535.70719
1097	3535.021386
1098	3533.552705
1099	3532.880918
1100	3532.375941
1101	3531.817681
1102	3531.114918
1103	3530.346579
1104	3529.474063
1105	3527.907185
1106	3526.715172
1107	3525.833993
1108	3525.44097
1109	3524.774169
1110	3524.386346
1111	3523.852715
1112	3522.894697
1113	3522.130642
1114	3521.577876
1115	3520.288658
1116	3519.861714
1117	3519.073352
1118	3518.729126
1119	3517.973613
1120	3517.174404
1121	3515.652742
1122	3514.609572
1123	3513.667786
1124	3512.655087
1125	3511.797271
1126	3510.689322
1127	3509.748904
1128	3508.814441
1129	3507.906901
1130	3506.880549
1131	3506.200277
1132	3505.482127
1133	3504.768832
1134	3503.488491
1135	3502.663401
1136	3502.116741
1137	3501.031874
1138	3500.57674
1139	3499.802948
1140	3498.885918
1141	3497.972911
1142	3497.40776
1143	3496.558419
1144	3495.679902
1145	3494.189998
1146	3493.170503
1147	3492.119974
1148	3491.436018
1149	3490.686155
1150	3490.105979
1151	3489.213047
1152	3487.411958
1153	3486.378556
1154	3485.125113
1155	3484.481924
1156	3483.790395
1157	3482.983156
1158	3482.309317
1159	3481.632173
1160	3481.05662
1161	3480.43089
1162	3478.840281
1163	3477.943213
1164	3477.301005
1165	3476.880324
1166	3475.689258
1167	3474.396655
1168	3473.580507
1169	3473.054683
1170	3472.083086
1171	3471.416048
1172	3470.271142
1173	3469.180236
1174	3468.520079
1175	3467.94953
1176	3467.58737
1177	3466.681863
1178	3465.664879
1179	3464.970502
1180	3463.846178
1181	3463.066684
1182	3462.406944
1183	3462.160031
1184	3461.198404
1185	3459.933734
1186	3459.467211
1187	3458.259073
1188	3457.609793
1189	3457.010015
1190	3455.418906
1191	3454.699382
1192	3453.902098
1193	3453.313465
1194	3452.598738
1195	3452.297526
1196	3450.95385
1197	3450.126541
1198	3449.188427
1199	3448.669502
1200	3447.883923
1201	3447.011834
1202	3446.158996
1203	3444.76054
1204	3444.041188
1205	3443.333966
1206	3442.480897
1207	3441.265139
1208	3440.289283
1209	3439.080327
1210	3438.572317
1211	3437.790789
1212	3436.989793
1213	3435.486288
1214	3434.733571
1215	3434.102735
1216	3432.959289
1217	3431.488733
1218	3430.761074
1219	3429.084236
1220	3428.327716
1221	3427.519958
1222	3426.82513
1223	3425.54503
1224	3424.948032
1225	3424.355184
1226	3422.761839
1227	3422.138257
1228	3421.092677
1229	3420.257018
1230	3419.40612
1231	3418.682334
1232	3417.882288
1233	3417.153645
1234	3416.61581
1235	3416.092536
1236	3414.811416
1237	3414.103502
1238	3413.561257
1239	3412.518038
1240	3411.655652
1241	3410.785822
1242	3410.263839
1243	3409.239264
1244	3408.638171
1245	3407.897943
1246	3407.222831
1247	3405.690543
1248	3404.703589
1249	3403.956024
1250	3403.445812
1251	3402.787136
1252	3402.024447
1253	3401.292068
1254	3400.374296
1255	3399.791021
1256	3398.970822
1257	3398.28778
1258	3397.501611
1259	3396.843743
1260	3395.930736
1261	3395.528503
1262	3394.664481
1263	3393.753397
1264	3392.90062
1265	3392.356689
1266	3391.629742
1267	3391.293832
1268	3390.343307
1269	3389.65694
1270	3388.72701
1271	3388.071042
1272	3387.756901
1273	3386.979148
1274	3386.123716
1275	3385.830087
1276	3385.002671
1277	3384.073955
1278	3383.605982
1279	3382.956532
1280	3382.327845
1281	3381.823323
1282	3380.540133
1283	3379.646851
1284	3378.847652
1285	3378.537592
1286	3377.711956
1287	3377.181879
1288	3376.247959
1289	3374.928343
1290	3374.202768
1291	3373.140067
1292	3372.181751
1293	3371.620263
1294	3370.748861
1295	3370.130913
1296	3369.332528
1297	3368.572071
1298	3368.236004
1299	3367.967517
1300	3367.033563
1301	3365.963893
1302	3365.099226
1303	3364.173993
1304	3363.464807
1305	3362.769415
1306	3361.890797
1307	3361.125207
1308	3360.50845
1309	3360.088384
1310	3359.560634
1311	3359.028106
1312	3358.420363
1313	3357.380145
1314	3356.000887
1315	3354.298577
1316	3353.887423
1317	3352.932235
1318	3352.429421
1319	3351.895123
1320	3351.120986
1321	3350.425499
1322	3349.570067
1323	3348.737935
1324	3348.184574
1325	3347.478791
1326	3347.004803
1327	3346.55939
1328	3345.451349
1329	3344.666305
1330	3344.337489
1331	3343.830024
1332	3343.240156
1333	3342.45551
1334	3341.681611
1335	3341.145233
1336	3340.442515
1337	3339.240147
1338	3338.419314
1339	3338.050366
1340	3337.607352
1341	3337.00357
1342	3335.762697
1343	3335.144736
1344	3334.181965
1345	3333.7464
1346	3333.243211
1347	3332.686499
1348	3332.316634
1349	3332.070902
1350	3330.752462
1351	3329.899003
1352	3329.285152
1353	3327.9576
1354	3326.778496
1355	3326.046545
1356	3325.19826
1357	3324.214302
1358	3323.574723
1359	3322.649526
1360	3321.295563
1361	3320.824768
1362	3320.184804
1363	3319.513832
1364	3318.633642
1365	3317.518205
1366	3316.278287
1367	3315.92342
1368	3315.466009
1369	3314.662812
1370	3314.19396
1371	3313.57338
1372	3312.795925
1373	3312.192774
1374	3311.66962
1375	3311.19614
1376	3310.724075
1377	3310.08952
1378	3308.918907
1379	3308.325837
1380	3307.596809
1381	3306.655247
1382	3305.523969
1383	3304.908674
1384	3304.433447
1385	3303.358306
1386	3302.656162
1387	3301.764012
1388	3301.026294
1389	3300.089231
1390	3299.377101
1391	3298.598795
1392	3298.324
1393	3298.117306
1394	3297.29999
1395	3296.660378
1396	3295.463057
1397	3295.14351
1398	3294.208478
1399	3293.787887
1400	3293.210436
1401	3292.258257
1402	3291.582263
1403	3291.107097
1404	3290.291268
1405	3289.763575
1406	3288.972999
1407	3288.248161
1408	3287.915171
1409	3287.305213
1410	3286.682298
1411	3286.17135
1412	3284.636531
1413	3284.001199
1414	3283.18616
1415	3282.562418
1416	3281.712051
1417	3281.134624
1418	3280.168669
1419	3279.450615
1420	3278.836109
1421	3277.969586
1422	3277.024009
1423	3276.193561
1424	3275.667292
1425	3275.045771
1426	3274.199417
1427	3273.586305
1428	3273.014098
1429	3272.515539
1430	3271.969601
1431	3271.708138
1432	3270.993289
1433	3270.44042
1434	3269.980823
1435	3269.61542
1436	3269.138545
1437	3268.421399
1438	3267.88547
1439	3266.955498
1440	3265.955985
1441	3265.495493
1442	3264.84859
1443	3264.020913
1444	3262.906887
1445	3262.221883
1446	3261.755871
1447	3261.02312
1448	3260.287756
1449	3259.409658
1450	3259.031855
1451	3258.303439
1452	3257.208101
1453	3256.922979
1454	3256.083289
1455	3255.585861
1456	3254.782193
1457	3253.823473
1458	3253.445097
1459	3252.844352
1460	3252.437479
1461	3251.77967
1462	3250.696545
1463	3249.621821
1464	3249.010089
1465	3248.100823
1466	3246.755703
1467	3246.113679
1468	3245.124992
1469	3244.749142
1470	3243.823806
1471	3243.177648
1472	3242.489034
1473	3241.727204
1474	3241.179043
1475	3240.333504
1476	3239.462773
1477	3238.670544
1478	3238.501222
1479	3238.186202
1480	3237.461434
1481	3237.108028
1482	3236.643822
1483	3235.861904
1484	3235.408661
1485	3234.704252
1486	3233.898501
1487	3233.266574
1488	3232.638958
1489	3231.577225
1490	3230.967873
1491	3229.981494
1492	3229.100528
1493	3228.063823
1494	3227.343863
1495	3226.829648
1496	3226.571675
1497	3225.588673
1498	3224.607281
1499	3223.837408
1500	3222.899738
1501	3221.940484
1502	3221.221206
1503	3220.985553
1504	3220.540191
1505	3219.811554
1506	3219.566057
1507	3219.203222
1508	3218.47409
1509	3218.063771
1510	3217.055003
1511	3216.304684
1512	3215.429331
1513	3214.470526
1514	3213.804077
1515	3213.220507
1516	3212.568226
1517	3212.058607
1518	3211.51766
1519	3210.761291
1520	3209.671577
1521	3208.612533
1522	3207.907968
1523	3207.305879
1524	3206.538868
1525	3206.068041
1526	3205.601099
1527	3205.017999
1528	3204.325475
1529	3203.904493
1530	3203.312383
1531	3202.387313
1532	3201.81106
1533	3201.552851
1534	3200.963225
1535	3200.365487
1536	3199.802081
1537	3199.214472
1538	3198.659869
1539	3198.041208
1540	3197.528412
1541	3197.196903
1542	3196.755386
1543	3196.234024
1544	3195.297886
1545	3194.860825
1546	3194.444431
1547	3194.142878
1548	3193.750612
1549	3192.715896
1550	3192.129287
1551	3191.702806
1552	3191.132982
1553	3190.759447
1554	3190.271599
1555	3189.666135
1556	3188.984956
1557	3188.529109
1558	3188.138958
1559	3187.721681
1560	3187.248127
1561	3186.060343
1562	3185.533472
1563	3184.706868
1564	3184.16248
1565	3183.664818
1566	3183.408914
1567	3183.07488
1568	3182.494911
1569	3182.106507
1570	3181.682526
1571	3181.053239
1572	3180.529157
1573	3179.726649
1574	3179.305216
1575	3178.8902
1576	3178.68793
1577	3177.903323
1578	3177.439461
1579	3176.391898
1580	3175.971803
1581	3175.357079
1582	3174.360025
1583	3173.257209
1584	3172.882895
1585	3172.292829
1586	3171.770859
1587	3171.535746
1588	3171.194132
1589	3170.805531
1590	3169.813118
1591	3169.27351
1592	3168.209835
1593	3167.388611
1594	3166.813521
1595	3166.259823
1596	3165.944681
1597	3165.3039
1598	3164.737347
1599	3164.01997
1600	3163.497017
1601	3163.085286
1602	3162.594816
1603	3162.126051
1604	3161.772941
1605	3161.041294
1606	3160.371446
1607	3159.541633
1608	3159.280023
1609	3158.890313
1610	3157.8486
1611	3157.020005
1612	3156.406326
1613	3155.992126
1614	3155.430729
1615	3154.626093
1616	3153.429629
1617	3153.02501
1618	3152.43556
1619	3151.43252
1620	3150.977394
1621	3150.362864
1622	3150.094449
1623	3149.502434
1624	3149.064326
1625	3148.088345
1626	3147.742667
1627	3146.979123
1628	3146.245225
1629	3145.683003
1630	3145.385851
1631	3144.471322
1632	3143.81783
1633	3143.380473
1634	3142.997534
1635	3142.32637
1636	3141.639624
1637	3141.380975
1638	3141.007145
1639	3140.090331
1640	3139.407525
1641	3138.21906
1642	3137.881549
1643	3137.573133
1644	3136.841904
1645	3136.365749
1646	3135.769469
1647	3134.876898
1648	3134.545009
1649	3134.414798
1650	3133.939209
1651	3133.314185
1652	3132.769924
1653	3131.579967
1654	3130.834557
1655	3130.2133
1656	3129.91859
1657	3129.439174
1658	3128.983231
1659	3128.474567
1660	3127.556967
1661	3127.216051
1662	3126.411538
1663	3125.9054
